publisher_name,match_type,keyword_group,current_spend,proposed,delta_spend,roas,expected_revenue_current,expected_revenue_proposed,delta_revenue
Yahoo - US,Advanced,Florence,46.712499825,46.71249982500001,7.105427357601002e-15,187.9143705193474,8777.95,8777.95,0.0
Yahoo - US,Advanced,Los Angeles to Rome Sale,4.2,4.200000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Los Angeles to Spain Sale,5.1125,5.112500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Los Angeles to Valencia Sale,1.0,1.0000000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Los Angeles to Venice Sale,1.5125,1.5125000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,San Francisco to Florence Sale,13.325,13.325000000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Philadelphia to Venice Sale,1.7625,1.7625000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,San Francisco to France Sale,6.5375000000000005,6.537500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,San Francisco to Paris Sale,16.775,16.775000000000002,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Philadelphia to Milan Sale,3.6,3.6000000000000014,1.3322676295501878e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Philadelphia to Greece Sale,1.225,1.2250000000000005,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Philadelphia to Florence Sale,6.6875,6.687500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Venice Sale,4.337499975,4.337499975000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Spain Sale,4.5875,4.587500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Rome Sale,7.3625,7.362500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Pisa Sale,1.2125,1.2125000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Paris Sale,6.675,6.675000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Italy Sale,0.475,0.4750000000000001,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Greece Sale,3.1875,3.187500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to France Sale,10.1625,10.162500000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Florence Sale,9.6874999375,9.687499937500004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Barcelona Sale,0.45,0.4500000000000002,1.6653345369377348e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,New York to Athens Sale,3.8124999750000006,3.8124999750000015,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Munich,7.6000000000000005,7.600000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Milan,10.999999975000001,10.999999975000005,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Miami to Italy Sale,2.3375000000000004,2.337500000000001,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Luxury Flight,17.1124999875,17.112499987500005,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,San Francisco to Pisa Sale,0.675,0.6750000000000003,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Low International Houston,0.6875,0.6875000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Low Europe Chicago,2.5375,2.537500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe San Francisco,11.65,11.650000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe Philadelphia,3.1,3.100000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe New York,28.6499999875,28.64999998750001,1.0658141036401503e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,DC to Paris Sale,7.5,7.500000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,DC to Barcelona Sale,1.8375,1.8375000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,DC to Athens Sale,1.325,1.3250000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cologne,252.49999971250003,252.49999971250008,5.684341886080802e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cincinnati to Pisa Sale,0.9125,0.9125000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Spain Sale,0.875,0.8750000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Rome Sale,7.15,7.150000000000003,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Paris Sale,2.875,2.875000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Milan Sale,1.8875,1.8875000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Malaga Sale,2.1500000000000004,2.150000000000001,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Madrid Sale,1.0750000000000002,1.0750000000000004,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Italy Sale,0.2875,0.28750000000000003,5.551115123125783e-17,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Spain,198.06249963749997,198.06249963750003,5.684341886080802e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to France Sale,8.0,8.000000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Chicago to Florence Sale,5.774999987499999,5.774999987500001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International San Francisco,410.9249992124999,410.92499921250004,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Philadelphia,110.13749992499999,110.13749992500001,2.842170943040401e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Miami,94.82499992499999,94.82499992500001,2.842170943040401e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Los Angeles,434.94999920000004,434.94999920000015,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,San Francisco to Athens Sale,5.925,5.925000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Detroit,78.5999999125,78.59999991250002,2.842170943040401e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International DC,161.46249982499998,161.462499825,2.842170943040401e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Cincinnati,6.699999999999999,6.700000000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Chicago,213.43749956250002,213.43749956250005,2.842170943040401e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Boston,199.6249997625,199.62499976250007,5.684341886080802e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Cheap International Atlanta,85.33749998750001,85.33749998750004,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,,Google|England,0.8,0.8000000000000004,3.3306690738754696e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,DC to Rome Sale,3.05,3.0500000000000003,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe Miami,9.0625,9.062500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,DC to Venice Sale,2.5625,2.562500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe Los Angeles,22.6,22.60000000000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe DC,1.2625,1.2625000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe Chicago,98.399999875,98.39999987500003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe Boston,5.7625,5.762500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Europe Atlanta,6.574999999999999,6.575000000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International San Francisco,2.7,2.700000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Philadelphia,8.75,8.750000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International New York,10.149999975,10.149999975000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Miami,6.7124999999999995,6.712500000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Los Angeles,22.0374999,22.037499900000007,7.105427357601002e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Houston,1.0625,1.0625000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Detroit,2.85,2.850000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International DC,15.85,15.850000000000003,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,San Francisco to Venice Sale,6.1625,6.1625000000000005,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Chicago,21.137500000000003,21.13750000000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Boston,2.837499975,2.837499975000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Seattle to Paris Sale,0.35,0.35000000000000003,5.551115123125783e-17,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount International Atlanta,6.5375,6.5375000000000005,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount Europe San Francisco,1.8375,1.8375000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount Europe New York,10.9375,10.937500000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount Europe Los Angeles,2.4125,2.412500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Discount Europe Chicago,3.9375,3.937500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Detroit to Venice Sale,1.675,1.6750000000000005,4.440892098500626e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Detroit to Rome Sale,1.3875,1.3875000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,Detroit to Italy Sale,1.025,1.0250000000000001,2.220446049250313e-16,0.0,0.0,0.0,0.0
Yahoo - US,Advanced,DC to France Sale,1.6625,1.6625000000000008,6.661338147750939e-16,0.0,0.0,0.0,0.0
Google - US,Broad,San Francisco to Athens Sale,34.49999995,34.49999995000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,,Google|Discount Airfare,36.824999625,36.824999625000004,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Paris Sale,46.0374999875,46.03749998750001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Italy Sale,35.79999995,35.79999995000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Greece Sale,13.062499975000001,13.062499975000005,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to France Sale,38.074999999999996,38.07500000000001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Barcelona Sale,9.75,9.750000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Athens Sale,11.925,11.925000000000006,5.329070518200751e-15,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Venice Sale,17.962499975,17.962499975000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Valencia Sale,0.9,0.9000000000000004,3.3306690738754696e-16,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Spain Sale,28.112499999999997,28.112500000000004,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Seville Sale,2.15,2.1500000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Rome Sale,115.67499997499999,115.67499997500002,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Paris Sale,140.987499925,140.98749992500004,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Madrid Sale,19.15,19.150000000000002,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Italy Sale,115.6124999,115.61249990000005,4.263256414560601e-14,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Greece Sale,5.8,5.800000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Florence Sale,16.3125,16.312500000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Barcelona Sale,99.4874998125,99.48749981250003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,DC to Athens Sale,39.4875,39.48750000000001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Chicago to France Sale,87.0749999,87.07499990000002,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap International Philadelphia,75.97499996250001,75.97499996250002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap International New York,51.1625,51.162500000000016,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap International Los Angeles,110.72499987500001,110.72499987500005,4.263256414560601e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap International Detroit,123.3999998875,123.39999988750003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap International DC,33.125,33.12500000000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap International Boston,53.937499974999994,53.937499975000016,2.1316282072803006e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap Europe Philadelphia,6.8875,6.887500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap Europe New York,21.149999975,21.149999975000007,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap Europe Los Angeles,33.8625,33.862500000000004,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Madrid Sale,3.0500000000000003,3.050000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Rome Sale,17.575,17.575000000000003,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,,Google|Delhi,90.0124998,90.01249980000003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Spain Sale,29.6125,29.61250000000001,1.0658141036401503e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Germany,2530.5374894125,2530.5374894125007,9.094947017729282e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Geneva,410.1124992125,410.11249921250004,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Frankfurt,238.862499375,238.86249937500008,8.526512829121202e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Florence,569.3124997625,569.3124997625001,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|England,125.2624997625,125.26249976250003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Discount Airfare,954.8374995874999,954.8374995875001,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Delhi,865.3499985875,865.3499985875002,2.2737367544323206e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Cologne,202.81249971249997,202.81249971250003,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Britain,10.6625,10.662500000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Berlin,217.5374998625,217.53749986250006,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Germany,1.3125,1.3125000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,France Branded,47.699999937499996,47.69999993750001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Florence Branded,11.037499850000001,11.037499850000003,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Europe Philadelphia,39.3499999875,39.34999998750001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Europe New York,43.487500000000004,43.48750000000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Europe Los Angeles,40.12499995,40.12499995000002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Europe Detroit,58.4,58.40000000000001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Europe DC,33.737499975,33.73749997500001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Europe Branded,27.062499837500003,27.06249983750001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Europe Boston,44.45,44.45000000000002,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Discount International Philadelphia,5.4875,5.487500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Discount International Detroit,8.3125,8.312500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Discount Europe Los Angeles,5.525,5.525000000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Discount Europe Detroit,3.3125,3.312500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Discount Europe Boston,7.275,7.275000000000003,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Venice Sale,2.45,2.450000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Detroit to Turin Sale,2.1625,2.162500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap Europe Detroit,13.212499975,13.212499975000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap Europe DC,21.6625,21.66250000000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Cheap Europe Boston,26.825,26.825000000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Business Class - Branded,67.29999991250001,67.29999991250003,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Warsaw,2.5875000000000004,2.5875000000000012,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - Global,Broad,Vienna,35.2875,35.287500000000016,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Venice,51.987499937500004,51.987499937500026,2.1316282072803006e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Strasbourg,25.9375,25.937500000000007,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Stockholm,5.6875,5.687500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,St. Petersburg,12.225,12.225000000000003,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Southampton,1.5625,1.5625000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - Global,Broad,Pisa,12.65,12.650000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Paris Branded,85.97499966250001,85.97499966250004,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Oslo,10.7125,10.712500000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Naples,7.575,7.575000000000003,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Manchester,10.024999975,10.024999975000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Lisbon,11.075,11.075000000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Krakow,5.1,5.100000000000001,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Helsinki,12.4874999875,12.487499987500003,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Gothenburg,11.8,11.800000000000006,5.329070518200751e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Glasgow,4.8875,4.887500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Genoa,3.0,3.000000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - Global,Broad,Dusseldorf,19.5875,19.587500000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Copenhagen,23.262499975,23.262499975000008,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Budapest,88.39999998750001,88.39999998750004,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Bucharest,28.1375,28.137500000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Brussels,97.91249996250001,97.91249996250004,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Bordeaux,198.53749957500003,198.53749957500006,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Bologna,11.25,11.250000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Basel,1.3875,1.3875000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Google - Global,Broad,Amsterdam,124.062499825,124.06249982500003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - Global,Broad,Zagreb,8.0875,8.087500000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - Global,Broad,Zurich,48.7749998875,48.774999887500016,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - Global,,Air France,2.5874999499999998,2.5874999500000007,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Athens Sale,8.0875,8.087500000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Venice Sale,7.325,7.325000000000003,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Spain Sale,3.6375,3.6375000000000015,1.3322676295501878e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Seville Sale,5.0875,5.087500000000002,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Rome Sale,337.5499999,337.5499999000001,1.1368683772161603e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Naples Sale,1.0625,1.0625000000000002,2.220446049250313e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Milan Sale,6.050000000000001,6.0500000000000025,1.7763568394002505e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Madrid Sale,10.574999975,10.574999975000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Italy Sale,19.5,19.500000000000007,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Greece Sale,1.25,1.2500000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to France Sale,66.3749998875,66.37499988750001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Florence Sale,1.275,1.2750000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Boston to Barcelona Sale,7.0874999999999995,7.087500000000002,2.6645352591003757e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Bordeaux Branded,33.8125,33.81250000000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - Global,,Air France Website,2.375,2.3750000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Bordeaux,1230.4124971375,1230.4124971375004,4.547473508864641e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Barcelona Branded,17.3249998375,17.324999837500002,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Athens Branded,11.025,11.025000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,Airfrance Deal New York,3.4749999999999996,3.4750000000000005,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Airfrance Deal Los Angeles,0.4875,0.4875000000000001,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Airfrance Deal Detroit,1.6875,1.6875000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Airfrance Deal DC,2.175,2.1750000000000003,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Airfrance Deal Boston,1.225,1.2250000000000005,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - Global,,Paris,1.9375,1.9375000000000004,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - Global,,Nice,0.575,0.5750000000000001,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Google - Global,,Lyon,0.2625,0.2625000000000001,1.1102230246251565e-16,0.0,0.0,0.0,0.0
Google - Global,,Bordeaux,0.275,0.2750000000000001,5.551115123125783e-17,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Greece,2871.537492075,2871.537492075001,9.094947017729282e-13,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Hamburg,105.37499995,105.37499995000003,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Google|Hanover,59.7749999125,59.77499991250002,2.1316282072803006e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Los Angeles to Italy Sale,13.025,13.025000000000004,3.552713678800501e-15,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Venice Sale,28.7,28.700000000000006,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Spain Sale,79.0374999125,79.03749991250002,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Rome Sale,222.2874998,222.2874998000001,8.526512829121202e-14,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Naples Sale,3.35,3.350000000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Milan Sale,4.6875,4.687500000000001,8.881784197001252e-16,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Malaga Sale,1.725,1.7250000000000008,6.661338147750939e-16,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Madrid Sale,46.06249995,46.06249995000001,7.105427357601002e-15,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Italy Sale,221.0499999625,221.04999996250007,5.684341886080802e-14,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Barcelona Sale,141.91249975,141.91249975000002,2.842170943040401e-14,0.0,0.0,0.0,0.0
Google - US,Broad,New York to Athens Sale,73.2249999,73.22499990000001,1.4210854715202004e-14,0.0,0.0,0.0,0.0
Google - US,Broad,Milan Branded,2.05,2.0500000000000003,4.440892098500626e-16,0.0,0.0,0.0,0.0
Google - US,Broad,Milan,311.0749996625,311.0749996625001,1.1368683772161603e-13,0.0,0.0,0.0,0.0
